"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","INDIGENOUS_STATUS","Indigenous status","REGION_DEATHS","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Population","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2014","2014",2056,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2015","2015",2102,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2016","2016",2147,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2010","2010",3892,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2011","2011",4015,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2012","2012",4138,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2013","2013",4252,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2014","2014",4394,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2015","2015",4578,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2016","2016",4724,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2010","2010",4193,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2011","2011",4284,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2012","2012",4429,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2013","2013",4573,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2014","2014",4736,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2015","2015",4896,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2016","2016",5078,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",3090,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",3168,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",3287,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",3411,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",3541,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",3672,,
"1","Population","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",3804,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",3188,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",3283,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",3410,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",3545,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",3686,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",3835,,
"1","Population","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",3972,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2010","2010",69,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2011","2011",60,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2012","2012",58,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2013","2013",74,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2014","2014",73,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2015","2015",100,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2016","2016",80,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2010","2010",29,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2011","2011",40,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2012","2012",47,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2013","2013",40,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2014","2014",39,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2015","2015",48,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","1","New South Wales","A","Annual","2016","2016",51,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2010","2010",101,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2011","2011",50,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2012","2012",75,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2013","2013",80,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2014","2014",67,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2015","2015",84,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2016","2016",74,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2010","2010",58,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2011","2011",31,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2012","2012",36,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2013","2013",59,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2014","2014",36,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2015","2015",56,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","3","Queensland","A","Annual","2016","2016",52,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2010","2010",20,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2011","2011",19,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2012","2012",19,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2013","2013",20,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2014","2014",18,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2015","2015",19,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2016","2016",19,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2010","2010",6,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2011","2011",11,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2012","2012",12,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2013","2013",17,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2014","2014",12,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2015","2015",8,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","4","South Australia","A","Annual","2016","2016",14,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2010","2010",41,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2011","2011",41,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2012","2012",46,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2013","2013",51,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2014","2014",79,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2015","2015",67,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2016","2016",52,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2010","2010",35,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2011","2011",44,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2012","2012",31,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2013","2013",24,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2014","2014",34,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2015","2015",45,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","5","Western Australia","A","Annual","2016","2016",33,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",43,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",42,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",58,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",62,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",56,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",60,,
"4","Deaths","1","Males","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",44,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2010","2010",41,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2011","2011",42,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2012","2012",44,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2013","2013",46,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2014","2014",55,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2015","2015",53,,
"4","Deaths","2","Females","4554","45 - 54","4","Indigenous","7","Northern Territory","A","Annual","2016","2016",38,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",474940,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",476265,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",475507,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",474712,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",474511,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",474438,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",476271,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",482742,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",484313,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",484646,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",485045,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",487630,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",489363,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",493874,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",288397,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",291043,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",294584,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",297300,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",299029,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",300499,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",303213,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",294395,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",297351,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",301365,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",304706,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",308223,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",311700,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",316628,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",111692,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",111858,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",111781,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",111676,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",111561,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",111374,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",110765,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",113471,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",113471,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",113321,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",113465,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",113441,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",113378,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",113371,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",156379,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",158854,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",161463,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",163550,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",164572,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",165066,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",165422,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",154771,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",156861,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",159093,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",161343,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",162739,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",163414,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",164592,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",12914,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",12956,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",13007,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",13141,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",13120,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",13120,,
"1","Population","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",13247,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",11559,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",11574,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",11646,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",11689,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",11761,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",11758,,
"1","Population","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",11855,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",1317,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",1291,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",1271,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",1291,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",1354,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",1363,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",1279,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2010","2010",800,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2011","2011",830,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2012","2012",742,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2013","2013",777,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2014","2014",831,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2015","2015",825,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","1","New South Wales","A","Annual","2016","2016",787,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",774,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",812,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",726,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",767,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",799,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",801,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",810,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2010","2010",475,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2011","2011",513,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2012","2012",503,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2013","2013",529,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2014","2014",465,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2015","2015",524,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","3","Queensland","A","Annual","2016","2016",490,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",339,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",331,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",380,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",344,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",322,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",346,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",320,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2010","2010",243,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2011","2011",190,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2012","2012",190,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2013","2013",171,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2014","2014",213,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2015","2015",225,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","4","South Australia","A","Annual","2016","2016",210,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",392,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",414,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",374,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",367,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",346,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",415,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",378,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2010","2010",231,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2011","2011",231,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2012","2012",246,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2013","2013",243,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2014","2014",239,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2015","2015",269,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","5","Western Australia","A","Annual","2016","2016",216,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",46,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",36,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",44,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",39,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",41,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",33,,
"4","Deaths","1","Males","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",33,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2010","2010",12,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2011","2011",19,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2012","2012",10,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2013","2013",24,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2014","2014",15,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2015","2015",16,,
"4","Deaths","2","Females","4554","45 - 54","1","Non-Indigenous","7","Northern Territory","A","Annual","2016","2016",18,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2010","2010",5741,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2011","2011",6017,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2012","2012",6388,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2013","2013",6743,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2014","2014",7142,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2015","2015",7475,,
"1","Population","1","Males","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2016","2016",7829,,
"1","Population","2","Females","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2010","2010",5916,,
"1","Population","2","Females","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2011","2011",6267,,
"1","Population","2","Females","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2012","2012",6591,,
"1","Population","2","Females","5564","55 - 64","4","Indigenous","1","New South Wales","A","Annual","2013","2013",6943,,
