"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","ASGS_2011","State/Territory","PROJ_SERIES","Projection series","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"POP_PROJ","Projected population","1","Males","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2013","2013",4545,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2014","2014",4732,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2015","2015",4804,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2016","2016",4900,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2011","2011",4095,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2012","2012",4074,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2013","2013",4189,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2014","2014",4326,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2015","2015",4438,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","5","Western Australia","2","Series B","A","Annual","2016","2016",4562,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2011","2011",1091,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2012","2012",1113,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2013","2013",1156,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2014","2014",1201,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2015","2015",1261,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2016","2016",1294,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2011","2011",1106,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2012","2012",1132,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2013","2013",1174,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2014","2014",1224,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2015","2015",1236,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","6","Tasmania","2","Series B","A","Annual","2016","2016",1232,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2011","2011",3370,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2012","2012",3424,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2013","2013",3472,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2014","2014",3508,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2015","2015",3548,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2016","2016",3572,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2011","2011",3332,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2012","2012",3350,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2013","2013",3364,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2014","2014",3377,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2015","2015",3390,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","7","Northern Territory","2","Series B","A","Annual","2016","2016",3399,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2011","2011",390,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2012","2012",424,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2013","2013",471,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2014","2014",506,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2015","2015",560,,
"POP_PROJ","Projected population","1","Males","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2016","2016",562,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2011","2011",372,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2012","2012",372,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2013","2013",377,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2014","2014",389,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2015","2015",395,,
"POP_PROJ","Projected population","2","Females","A20","20 - 24","8","Australian Capital Territory","2","Series B","A","Annual","2016","2016",393,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2011","2011",7166,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2012","2012",7498,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2013","2013",7758,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2014","2014",8020,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2015","2015",8445,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2016","2016",9055,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2011","2011",7194,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2012","2012",7464,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2013","2013",7674,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2014","2014",7922,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2015","2015",8253,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","1","New South Wales","2","Series B","A","Annual","2016","2016",8554,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2011","2011",1727,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2012","2012",1840,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2013","2013",1955,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2014","2014",2103,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2015","2015",2223,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2016","2016",2362,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2011","2011",1697,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2012","2012",1786,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2013","2013",1887,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2014","2014",2047,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2015","2015",2207,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","2","Victoria","2","Series B","A","Annual","2016","2016",2374,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2011","2011",6905,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2012","2012",7033,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2013","2013",7200,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2014","2014",7494,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2015","2015",7857,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2016","2016",8334,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2011","2011",6945,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2012","2012",7171,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2013","2013",7332,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2014","2014",7602,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2015","2015",7974,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","3","Queensland","2","Series B","A","Annual","2016","2016",8301,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2011","2011",1520,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2012","2012",1580,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2013","2013",1627,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2014","2014",1683,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2015","2015",1717,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2016","2016",1796,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2011","2011",1524,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2012","2012",1626,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2013","2013",1665,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2014","2014",1696,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2015","2015",1726,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","4","South Australia","2","Series B","A","Annual","2016","2016",1797,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2011","2011",3623,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2012","2012",3715,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2013","2013",3882,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2014","2014",4062,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2015","2015",4242,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2016","2016",4458,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2011","2011",3525,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2012","2012",3760,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2013","2013",3894,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2014","2014",3998,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2015","2015",4127,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","5","Western Australia","2","Series B","A","Annual","2016","2016",4204,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2011","2011",873,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2012","2012",904,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2013","2013",934,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2014","2014",960,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2015","2015",1007,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2016","2016",1029,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2011","2011",908,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2012","2012",950,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2013","2013",968,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2014","2014",996,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2015","2015",1025,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","6","Tasmania","2","Series B","A","Annual","2016","2016",1069,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2011","2011",3081,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2012","2012",3146,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2013","2013",3203,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2014","2014",3262,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2015","2015",3320,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2016","2016",3393,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2011","2011",3092,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2012","2012",3148,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2013","2013",3193,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2014","2014",3236,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2015","2015",3278,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","7","Northern Territory","2","Series B","A","Annual","2016","2016",3322,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2011","2011",311,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2012","2012",323,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2013","2013",345,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2014","2014",371,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2015","2015",380,,
"POP_PROJ","Projected population","1","Males","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2016","2016",406,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2011","2011",283,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2012","2012",322,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2013","2013",347,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2014","2014",362,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2015","2015",387,,
"POP_PROJ","Projected population","2","Females","A25","25 - 29","8","Australian Capital Territory","2","Series B","A","Annual","2016","2016",410,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2011","2011",5599,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2012","2012",5811,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2013","2013",6125,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2014","2014",6539,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2015","2015",6941,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2016","2016",7142,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2011","2011",5868,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2012","2012",6048,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2013","2013",6274,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2014","2014",6489,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2015","2015",6755,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","1","New South Wales","2","Series B","A","Annual","2016","2016",7032,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2011","2011",1305,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2012","2012",1372,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2013","2013",1430,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2014","2014",1494,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2015","2015",1646,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2016","2016",1742,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2011","2011",1465,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2012","2012",1508,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2013","2013",1583,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2014","2014",1599,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2015","2015",1676,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","2","Victoria","2","Series B","A","Annual","2016","2016",1744,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2011","2011",5727,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2012","2012",5910,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2013","2013",6144,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2014","2014",6408,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2015","2015",6715,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2016","2016",6861,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2011","2011",5919,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2012","2012",6038,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2013","2013",6280,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2014","2014",6478,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2015","2015",6719,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","3","Queensland","2","Series B","A","Annual","2016","2016",7010,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2011","2011",1071,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2012","2012",1134,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2013","2013",1250,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2014","2014",1342,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2015","2015",1456,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2016","2016",1503,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2011","2011",1161,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2012","2012",1207,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2013","2013",1253,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2014","2014",1340,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2015","2015",1449,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","4","South Australia","2","Series B","A","Annual","2016","2016",1538,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2011","2011",2876,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2012","2012",3087,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2013","2013",3246,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2014","2014",3389,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2015","2015",3581,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2016","2016",3675,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2011","2011",2967,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2012","2012",3011,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2013","2013",3115,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2014","2014",3227,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2015","2015",3352,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","5","Western Australia","2","Series B","A","Annual","2016","2016",3536,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2011","2011",598,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2012","2012",647,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2013","2013",691,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2014","2014",745,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2015","2015",807,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2016","2016",869,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2011","2011",678,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2012","2012",729,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2013","2013",794,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2014","2014",828,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2015","2015",899,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","6","Tasmania","2","Series B","A","Annual","2016","2016",942,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2011","2011",2483,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2012","2012",2567,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2013","2013",2669,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2014","2014",2785,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2015","2015",2900,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2016","2016",2977,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2011","2011",2554,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2012","2012",2623,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2013","2013",2714,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2014","2014",2801,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2015","2015",2879,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","7","Northern Territory","2","Series B","A","Annual","2016","2016",2937,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2011","2011",189,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2012","2012",201,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2013","2013",216,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2014","2014",230,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2015","2015",251,,
"POP_PROJ","Projected population","1","Males","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2016","2016",281,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2011","2011",200,,
"POP_PROJ","Projected population","2","Females","A30","30 - 34","8","Australian Capital Territory","2","Series B","A","Annual","2012","2012",215,,
